AccountNumber,PlanName,Rate,BillDate,UsageTime,UsageDuration
SA-0005-14-91,MV-L,0.5,28/05/2012,2012-05-13 11:24:41,720
SA-0263-79-37,MV-L,0.5,28/12/2012,2012-12-04 05:36:45,856
SA-0305-50-15,MV-L,0.5,28/12/2012,2012-12-07 08:17:33,372
SA-0305-50-15,MV-L,0.5,28/09/2011,2011-09-14 00:22:20,436
SA-0107-05-98,MV-L,0.5,28/03/2012,2012-03-27 02:39:12,656
SA-0290-06-89,MV-L,0.5,28/10/2011,2011-10-26 23:52:01,872
SA-0055-36-68,MV-I,1.5,28/07/2012,2012-07-23 11:20:25,676
SA-0151-98-79,MV-I,1.5,28/12/2011,2011-12-25 00:28:18,258
SA-0145-41-01,MV-I,1.5,28/06/2011,2011-06-14 06:33:07,318
SA-0261-41-34,MV-I,1.5,28/11/2012,2012-11-15 18:54:28,859
SA-0144-10-84,MV-I,1.5,28/08/2012,2012-08-23 07:44:56,354
SA-0303-06-26,MV-I,1.5,28/06/2011,2011-06-24 08:01:31,842
SA-0138-33-52,MV-I,1.5,28/07/2011,2011-07-25 18:07:48,574
SA-0107-05-98,MV-I,1.5,28/04/2011,2011-04-30 13:54:38,500
SA-0155-74-77,MV-I,1.5,28/12/2011,2011-12-13 03:09:32,170
SA-0210-42-47,MV-I,1.5,28/11/2011,2011-11-08 00:23:16,403
SA-0092-93-02,MV-I,1.5,28/09/2011,2011-09-24 05:19:33,324
SA-0312-94-95,MV-I,1.5,28/03/2012,2012-03-06 15:28:11,543
SA-0063-02-33,MV-I,1.5,28/01/2011,2011-01-22 03:13:17,179
SA-0182-19-79,MV-I,1.5,28/06/2012,2012-06-23 10:23:03,913
SA-0092-93-02,MV-I,1.5,28/02/2011,2011-02-12 08:02:43,848
SA-0401-55-12,MV-I,1.5,28/01/2011,2011-01-23 06:30:55,678
SA-0147-43-82,MV-I,1.5,28/01/2011,2011-01-29 13:09:45,537
SA-0021-95-06,MV-I,1.5,28/03/2011,2011-03-07 18:29:32,579
SA-0343-60-69,MV-I,1.5,28/09/2012,2012-09-01 18:44:48,620
SA-0343-60-69,MV-I,1.5,28/12/2011,2011-12-05 12:19:49,774
SA-0414-20-79,MV-I,1.5,28/01/2011,2011-01-03 14:38:18,181
SA-0151-98-79,MV-I,1.5,28/03/2011,2011-03-12 20:07:10,104
SA-0202-82-34,MV-I,1.5,28/11/2011,2011-11-16 14:04:07,361
SA-0290-06-89,MV-I,1.5,28/11/2011,2011-11-19 20:21:38,446
SA-0182-19-79,MV-I,1.5,28/03/2012,2012-03-03 03:15:49,108
SA-0249-45-54,MV-I,1.5,28/05/2011,2011-05-12 10:54:23,885
SA-0182-19-79,MV-I,1.5,28/12/2012,2012-12-17 04:39:21,246
SA-0343-60-69,MV-I,1.5,28/05/2011,2011-05-08 00:55:17,142
SA-0305-50-15,MV-I,1.5,28/12/2011,2011-12-18 16:43:46,588
SA-0144-10-84,MV-I,1.5,28/08/2011,2011-08-19 18:11:50,678
SA-0133-16-62,MV-I,1.5,28/03/2012,2012-03-26 18:54:44,278
SA-0037-94-05,MV-I,1.5,28/12/2012,2012-12-18 17:41:08,536
SA-0055-36-68,MV-I,1.5,28/08/2011,2011-08-26 14:38:57,101
SA-0080-84-93,MV-I,1.5,28/10/2011,2011-10-10 14:04:15,619
SA-0055-36-68,MV-I,1.5,28/12/2011,2011-12-14 07:34:02,792
SA-0055-36-68,MV-I,1.5,28/03/2011,2011-03-29 12:55:39,604
SA-0210-42-47,MV-I,1.5,28/05/2011,2011-05-04 08:45:10,954
SA-0009-04-02,MV-I,1.5,28/06/2012,2012-06-23 00:58:35,161
SA-0145-41-01,MV-I,1.5,28/11/2012,2012-11-23 08:36:59,574
SA-0339-42-22,MV-I,1.5,28/05/2012,2012-05-10 15:52:37,275
SA-0112-53-34,MV-I,1.5,28/01/2011,2011-01-29 20:52:55,703
SA-0414-20-79,MV-I,1.5,28/10/2012,2012-10-27 11:35:53,818
SA-0227-78-67,MV-I,1.5,28/05/2012,2012-05-05 13:50:07,258
SA-0138-33-52,MV-I,1.5,28/09/2011,2011-09-10 05:23:49,467
SA-0210-42-47,MV-I,1.5,28/01/2012,2012-01-31 22:45:24,432
SA-0151-98-79,MV-I,1.5,28/12/2012,2012-12-16 12:49:23,829
SA-0312-94-95,MV-I,1.5,28/02/2012,2012-02-17 05:13:40,340
SA-0185-59-07,MV-I,1.5,28/01/2012,2012-01-10 18:24:20,814
SA-0220-61-46,MV-I,1.5,28/02/2011,2011-02-25 16:47:16,320
SA-0335-96-08,MV-I,1.5,28/05/2012,2012-05-24 05:25:08,863
SA-0279-91-74,MV-I,1.5,28/05/2011,2011-05-20 16:55:30,963
SA-0220-61-46,MV-I,1.5,28/05/2011,2011-05-01 15:42:38,790
SA-0220-48-64,MV-I,1.5,28/12/2011,2011-12-22 15:41:08,797
SA-0339-42-22,MV-I,1.5,28/03/2012,2012-03-04 15:58:10,981
SA-0220-61-46,MV-I,1.5,28/09/2011,2011-09-16 00:51:49,623
SA-0050-81-89,MV-I,1.5,28/05/2012,2012-05-13 18:38:47,723
SA-0202-82-34,MV-I,1.5,28/10/2011,2011-10-08 17:30:34,477
SA-0138-33-52,MV-I,1.5,28/11/2011,2011-11-14 13:55:06,335
SA-0112-53-34,MV-I,1.5,28/07/2011,2011-07-15 18:36:58,94
SA-0263-79-37,MV-I,1.5,28/12/2011,2011-12-20 00:45:31,852
SA-0151-98-79,MV-I,1.5,28/03/2012,2012-03-24 01:44:11,950
SA-0037-94-05,MV-I,1.5,28/02/2012,2012-02-24 06:30:28,622
SA-0005-14-91,MV-I,1.5,28/04/2012,2012-04-19 08:15:36,669
SA-0414-86-48,MV-I,1.5,28/03/2012,2012-03-16 06:14:13,922
SA-0155-74-77,MV-I,1.5,28/09/2012,2012-09-02 17:17:16,520
SA-0227-78-67,MV-I,1.5,28/09/2011,2011-09-05 03:55:15,240
SA-0378-80-96,MV-I,1.5,28/09/2012,2012-09-11 06:32:48,243
SA-0009-04-02,MV-I,1.5,28/06/2011,2011-06-06 02:19:44,646
SA-0147-43-82,MV-I,1.5,28/04/2011,2011-04-27 22:24:52,161
SA-0009-04-02,MV-I,1.5,28/08/2012,2012-08-15 04:07:45,267
SA-0037-94-05,MV-I,1.5,28/04/2011,2011-04-01 15:13:49,295
SA-0290-06-89,MV-I,1.5,28/07/2011,2011-07-05 02:20:42,510
SA-0144-10-84,MV-I,1.5,28/05/2011,2011-05-31 14:32:30,197
SA-0249-45-54,MV-I,1.5,28/06/2012,2012-06-29 12:13:54,930
SA-0080-84-93,MV-I,1.5,28/09/2012,2012-09-21 11:23:22,124
SA-0037-94-05,MV-I,1.5,28/04/2011,2011-04-06 00:09:21,290
SA-0005-14-91,MV-I,1.5,28/11/2012,2012-11-22 20:11:40,623
SA-0279-91-74,MV-I,1.5,28/07/2012,2012-07-26 13:38:37,878
SA-0339-42-22,MV-I,1.5,28/12/2012,2012-12-13 01:35:14,192
SA-0107-05-98,MV-I,1.5,28/03/2012,2012-03-16 10:41:04,699
SA-0210-42-47,MV-I,1.5,28/07/2012,2012-07-31 11:42:34,475
SA-0361-84-31,MV-I,1.5,28/07/2012,2012-07-11 12:27:47,673
SA-0227-78-67,MV-I,1.5,28/01/2011,2011-01-14 08:53:11,196
SA-0147-43-82,MV-I,1.5,28/07/2011,2011-07-05 22:11:27,889
SA-0290-06-89,MV-I,1.5,28/11/2012,2012-11-22 17:51:43,808
SA-0145-41-01,MV-I,1.5,28/08/2011,2011-08-07 09:01:39,327
SA-0305-50-15,MV-I,1.5,28/08/2011,2011-08-13 13:36:58,989
SA-0050-81-89,MV-I,1.5,28/07/2011,2011-07-29 05:09:17,691
SA-0092-93-02,MV-I,1.5,28/07/2012,2012-07-26 09:39:24,182
SA-0279-91-74,MV-I,1.5,28/01/2012,2012-01-14 13:11:15,979
SA-0222-28-58,MV-I,1.5,28/12/2011,2011-12-23 21:10:29,723
SA-0133-16-62,MV-I,1.5,28/05/2012,2012-05-31 02:44:14,125
SA-0182-19-79,MV-I,1.5,28/07/2012,2012-07-18 07:12:13,409
SA-0414-20-79,MV-I,1.5,28/10/2012,2012-10-31 02:58:12,216
SA-0414-86-48,MV-I,1.5,28/06/2011,2011-06-15 16:37:01,640
SA-0249-45-54,MV-I,1.5,28/06/2011,2011-06-16 01:35:10,757
SA-0063-02-33,MV-I,1.5,28/07/2011,2011-07-13 12:24:20,490
SA-0202-82-34,MV-I,1.5,28/07/2011,2011-07-10 04:35:02,231
SA-0147-43-82,MV-I,1.5,28/03/2011,2011-03-28 09:55:29,337
SA-0145-41-01,MV-I,1.5,28/05/2012,2012-05-02 13:35:04,875
SA-0012-71-76,MV-I,1.5,28/03/2011,2011-03-14 12:58:25,714
SA-0220-61-46,MV-I,1.5,28/05/2012,2012-05-04 17:20:07,292
SA-0335-96-08,MV-I,1.5,28/01/2011,2011-01-11 13:28:39,119
SA-0414-86-48,MV-I,1.5,28/10/2011,2011-10-15 14:32:36,76
SA-0202-82-34,MV-I,1.5,28/01/2011,2011-01-29 10:36:30,590
SA-0080-84-93,MV-I,1.5,28/05/2011,2011-05-16 21:19:14,914
SA-0050-81-89,MV-I,1.5,28/09/2011,2011-09-26 17:11:41,984
SA-0037-94-05,MV-I,1.5,28/03/2011,2011-03-19 08:00:24,314
SA-0138-33-52,MV-I,1.5,28/09/2011,2011-09-26 19:35:16,146
SA-0133-16-62,MV-I,1.5,28/09/2012,2012-09-15 13:34:59,406
SA-0145-41-01,MV-I,1.5,28/01/2012,2012-01-01 04:24:54,846
SA-0279-91-74,MV-I,1.5,28/08/2011,2011-08-06 14:02:28,846
SA-0145-41-01,MV-I,1.5,28/09/2011,2011-09-21 13:37:43,276
SA-0112-53-34,MV-I,1.5,28/07/2012,2012-07-14 08:48:50,769
SA-0144-10-84,MV-I,1.5,28/12/2012,2012-12-20 22:55:13,333
SA-0414-86-48,MV-I,1.5,28/02/2012,2012-02-09 04:14:07,201
SA-0155-74-77,MV-I,1.5,28/06/2011,2011-06-11 06:10:15,605
SA-0145-41-01,MV-I,1.5,28/05/2012,2012-05-01 10:24:43,453
SA-0401-55-12,MV-I,1.5,28/05/2012,2012-05-01 15:23:56,676
SA-0220-48-64,MV-I,1.5,28/08/2011,2011-08-12 17:28:01,461
SA-0145-41-01,MV-I,1.5,28/06/2011,2011-06-26 20:04:52,613
SA-0063-02-33,MV-I,1.5,28/03/2011,2011-03-12 08:01:46,983
SA-0133-16-62,MV-I,1.5,28/05/2011,2011-05-17 21:11:57,496
SA-0033-12-88,MV-I,1.5,28/01/2012,2012-01-16 14:30:14,73
SA-0037-94-05,MV-I,1.5,28/01/2011,2011-01-05 05:01:44,415
SA-0378-80-96,MV-I,1.5,28/08/2012,2012-08-11 16:25:21,698
SA-0107-05-98,MV-I,1.5,28/01/2012,2012-01-05 21:12:53,519
SA-0305-50-15,MV-I,1.5,28/09/2012,2012-09-13 10:00:14,844
SA-0249-45-54,MV-I,1.5,28/06/2012,2012-06-26 18:46:59,988
SA-0144-10-84,MV-I,1.5,28/06/2011,2011-06-16 18:06:36,425
SA-0021-95-06,MV-I,1.5,28/05/2012,2012-05-18 00:35:27,250
SA-0186-07-48,MV-I,1.5,28/05/2011,2011-05-16 23:50:56,997
SA-0012-71-76,MV-I,1.5,28/03/2011,2011-03-28 00:39:53,986
SA-0202-82-34,MV-I,1.5,28/02/2011,2011-02-08 10:14:35,875
SA-0182-19-79,MV-I,1.5,28/04/2012,2012-04-09 11:58:50,480
SA-0144-10-84,MV-I,1.5,28/10/2012,2012-10-25 17:58:46,514
SA-0378-80-96,MV-I,1.5,28/09/2012,2012-09-23 12:40:21,295
SA-0187-35-19,MV-I,1.5,28/11/2012,2012-11-28 13:51:03,135
SA-0107-05-98,MV-I,1.5,28/02/2012,2012-02-24 03:48:45,304
SA-0414-20-79,MV-I,1.5,28/05/2011,2011-05-07 06:57:01,862
SA-0261-41-34,MV-I,1.5,28/01/2012,2012-01-18 23:00:15,973
SA-0220-61-46,MV-I,1.5,28/05/2011,2011-05-03 10:26:58,399
SA-0314-69-44,MV-I,1.5,28/05/2011,2011-05-06 04:45:37,807
SA-0312-94-95,MV-I,1.5,28/07/2011,2011-07-23 03:44:22,534
SA-0361-84-31,MV-I,1.5,28/11/2011,2011-11-13 04:37:19,419
SA-0009-04-02,MV-I,1.5,28/09/2011,2011-09-07 07:34:41,928
SA-0401-55-12,MV-I,1.5,28/08/2012,2012-08-18 00:44:22,416
SA-0155-74-77,MV-I,1.5,28/05/2011,2011-05-02 05:06:45,106
SA-0222-28-58,MV-I,1.5,28/06/2011,2011-06-14 04:09:42,258
SA-0220-61-46,MV-I,1.5,28/05/2012,2012-05-17 23:30:20,151
SA-0187-35-19,MV-I,1.5,28/09/2011,2011-09-08 08:23:38,710
SA-0290-06-89,MV-I,1.5,28/07/2012,2012-07-30 18:34:51,92
SA-0401-55-12,MV-I,1.5,28/01/2011,2011-01-01 13:03:26,808
SA-0312-94-95,MV-I,1.5,28/01/2011,2011-01-23 22:15:47,271
SA-0263-79-37,MV-I,1.5,28/02/2011,2011-02-19 12:58:16,471
SA-0114-12-73,MV-I,1.5,28/05/2011,2011-05-27 06:55:52,554
SA-0186-07-48,MV-I,1.5,28/02/2011,2011-02-15 07:11:36,646
SA-0155-74-77,MV-I,1.5,28/07/2011,2011-07-30 02:35:49,792
SA-0114-12-73,MV-I,1.5,28/04/2011,2011-04-22 20:39:34,224
SA-0185-10-64,MV-I,1.5,28/07/2012,2012-07-11 07:29:20,671
SA-0279-91-74,MV-I,1.5,28/04/2012,2012-04-22 05:09:48,760
SA-0063-02-33,MV-I,1.5,28/03/2012,2012-03-24 10:12:08,906
SA-0222-28-58,MV-I,1.5,28/04/2011,2011-04-06 16:40:59,444
SA-0182-19-79,MV-I,1.5,28/02/2012,2012-02-11 06:31:28,184
SA-0202-82-34,MV-I,1.5,28/11/2012,2012-11-20 19:13:09,221
SA-0305-50-15,MV-I,1.5,28/04/2012,2012-04-12 05:52:26,852
SA-0080-84-93,MV-I,1.5,28/02/2012,2012-02-02 19:23:04,696
SA-0133-16-62,MV-I,1.5,28/01/2011,2011-01-17 23:21:02,126
SA-0114-12-73,MV-I,1.5,28/10/2011,2011-10-31 02:15:26,667
SA-0290-06-89,MV-I,1.5,28/08/2011,2011-08-11 20:42:28,63
SA-0009-04-02,MV-I,1.5,28/11/2011,2011-11-24 01:21:38,224
SA-0009-04-02,MV-I,1.5,28/06/2011,2011-06-16 11:18:57,458
SA-0182-19-79,MV-I,1.5,28/07/2011,2011-07-13 09:11:17,334
SA-0107-05-98,MV-I,1.5,28/04/2012,2012-04-01 17:28:13,239
SA-0210-42-47,MV-I,1.5,28/10/2011,2011-10-16 07:15:52,437
SA-0335-96-08,MV-I,1.5,28/09/2011,2011-09-05 11:18:27,166
SA-0187-35-19,MV-I,1.5,28/08/2012,2012-08-03 09:52:04,165
SA-0050-81-89,MV-I,1.5,28/08/2011,2011-08-31 23:24:47,479
SA-0263-79-37,MV-I,1.5,28/05/2011,2011-05-17 23:05:06,914
SA-0009-04-02,MV-I,1.5,28/10/2012,2012-10-22 10:04:30,695
SA-0021-95-06,MV-I,1.5,28/02/2012,2012-02-06 21:30:30,784
SA-0249-45-54,MV-I,1.5,28/10/2011,2011-10-06 05:52:00,438
SA-0378-80-96,MV-I,1.5,28/02/2012,2012-02-06 17:52:25,639
SA-0290-06-89,MV-I,1.5,28/06/2011,2011-06-05 18:39:16,919
SA-0107-05-98,MV-I,1.5,28/05/2011,2011-05-27 13:34:30,176
SA-0314-69-44,MV-I,1.5,28/02/2011,2011-02-21 19:26:34,482
SA-0063-02-33,MV-I,1.5,28/02/2012,2012-02-18 01:03:21,94
SA-0009-04-02,MV-I,1.5,28/04/2011,2011-04-11 06:54:11,927
SA-0138-33-52,MV-I,1.5,28/11/2011,2011-11-27 00:01:00,665
SA-0339-42-22,MV-I,1.5,28/07/2012,2012-07-02 10:33:56,306
SA-0187-35-19,MV-I,1.5,28/09/2011,2011-09-19 16:19:08,64
SA-0012-71-76,MV-I,1.5,28/09/2011,2011-09-18 00:32:37,397
SA-0033-12-88,MV-I,1.5,28/06/2012,2012-06-30 07:49:48,697
SA-0186-07-48,MV-I,1.5,28/03/2012,2012-03-05 04:40:56,258
SA-0312-94-95,MV-I,1.5,28/08/2012,2012-08-03 05:58:24,440
SA-0414-86-48,MV-I,1.5,28/09/2011,2011-09-10 01:39:12,656
SA-0339-42-22,MV-I,1.5,28/07/2011,2011-07-16 10:46:37,287
SA-0021-95-06,MV-I,1.5,28/04/2012,2012-04-14 03:38:27,116
SA-0187-35-19,MV-I,1.5,28/07/2011,2011-07-01 16:41:09,163
SA-0263-79-37,MV-I,1.5,28/10/2011,2011-10-30 19:19:03,437
SA-0378-80-96,MV-I,1.5,28/11/2011,2011-11-05 08:19:44,975
SA-0186-07-48,MV-I,1.5,28/04/2011,2011-04-19 22:06:07,941
SA-0414-86-48,MV-I,1.5,28/11/2011,2011-11-29 14:37:58,571
SA-0155-74-77,MV-I,1.5,28/05/2012,2012-05-06 03:42:13,675
SA-0186-07-48,MV-I,1.5,28/06/2012,2012-06-26 10:25:24,323
SA-0303-06-26,MV-I,1.5,28/08/2011,2011-08-05 01:40:11,639
SA-0182-19-79,MV-I,1.5,28/01/2012,2012-01-10 11:59:03,566
SA-0249-45-54,MV-I,1.5,28/07/2012,2012-07-01 23:55:53,862
SA-0339-42-22,MV-I,1.5,28/10/2012,2012-10-27 03:54:33,801
SA-0305-50-15,MV-I,1.5,28/12/2012,2012-12-12 03:42:39,195
SA-0080-84-93,MV-I,1.5,28/02/2012,2012-02-03 20:56:33,112
SA-0151-98-79,MV-I,1.5,28/09/2012,2012-09-30 17:03:40,79
SA-0401-55-12,MV-I,1.5,28/11/2012,2012-11-24 00:37:40,747
SA-0220-61-46,MV-I,1.5,28/11/2012,2012-11-24 22:23:32,963
SA-0021-95-06,MV-I,1.5,28/06/2012,2012-06-21 08:00:17,375
SA-0147-43-82,MV-I,1.5,28/11/2012,2012-11-30 20:52:07,805
SA-0290-06-89,MV-I,1.5,28/09/2011,2011-09-25 18:10:07,915
SA-0182-19-79,MV-I,1.5,28/04/2011,2011-04-15 11:52:31,909
SA-0339-42-22,MV-I,1.5,28/10/2011,2011-10-06 05:09:49,950
SA-0151-98-79,MV-I,1.5,28/12/2011,2011-12-08 04:20:45,159
SA-0227-78-67,MV-I,1.5,28/08/2012,2012-08-24 22:22:51,954
SA-0144-10-84,MV-I,1.5,28/12/2011,2011-12-14 20:13:30,582
SA-0009-04-02,MV-I,1.5,28/06/2012,2012-06-21 09:22:58,864
SA-0021-95-06,MV-I,1.5,28/07/2011,2011-07-01 15:30:32,147
SA-0414-86-48,MV-I,1.5,28/04/2012,2012-04-10 19:26:41,844
SA-0112-53-34,MV-I,1.5,28/08/2011,2011-08-31 08:22:31,225
SA-0305-50-15,MV-I,1.5,28/04/2012,2012-04-13 00:49:37,670
SA-0361-84-31,MV-I,1.5,28/08/2012,2012-08-15 11:19:31,120
SA-0261-41-34,MV-I,1.5,28/02/2011,2011-02-12 11:50:38,272
SA-0147-43-82,MV-I,1.5,28/11/2012,2012-11-06 03:52:39,752
SA-0145-41-01,MV-I,1.5,28/09/2012,2012-09-19 04:01:17,921
SA-0279-91-74,MV-I,1.5,28/02/2011,2011-02-06 01:38:12,336
SA-0187-35-19,MV-I,1.5,28/05/2012,2012-05-10 00:49:24,972
SA-0279-91-74,MV-I,1.5,28/06/2011,2011-06-18 19:43:18,442
SA-0261-41-34,MV-I,1.5,28/10/2011,2011-10-24 06:46:59,346
SA-0112-53-34,MV-I,1.5,28/09/2012,2012-09-09 07:28:37,275
SA-0401-55-12,MV-I,1.5,28/09/2012,2012-09-08 11:00:32,743
SA-0055-36-68,MV-I,1.5,28/03/2011,2011-03-22 06:09:19,142
SA-0401-55-12,MV-I,1.5,28/03/2011,2011-03-06 12:15:24,303
SA-0112-53-34,MV-I,1.5,28/04/2012,2012-04-30 02:12:39,456
SA-0145-41-01,MV-I,1.5,28/07/2011,2011-07-19 07:50:00,325
SA-0182-19-79,MV-I,1.5,28/06/2011,2011-06-29 04:45:21,619
SA-0005-14-91,MV-I,1.5,28/03/2012,2012-03-16 03:20:30,202
SA-0339-42-22,MV-I,1.5,28/09/2011,2011-09-09 22:18:26,797
SA-0220-61-46,MV-I,1.5,28/07/2011,2011-07-14 11:48:17,242
SA-0252-71-33,MV-I,1.5,28/02/2011,2011-02-10 00:19:23,846
SA-0263-79-37,MV-I,1.5,28/06/2011,2011-06-10 04:57:08,772
SA-0222-28-58,MV-I,1.5,28/05/2011,2011-05-18 06:17:14,416
SA-0220-48-64,MV-I,1.5,28/09/2012,2012-09-17 00:12:38,458
SA-0339-42-22,MV-I,1.5,28/10/2012,2012-10-06 21:41:55,299
SA-0227-78-67,MV-I,1.5,28/01/2012,2012-01-01 11:51:49,473
SA-0312-94-95,MV-I,1.5,28/12/2011,2011-12-28 20:08:44,333
SA-0182-19-79,MV-I,1.5,28/05/2012,2012-05-22 21:53:12,718
SA-0055-36-68,MV-I,1.5,28/11/2011,2011-11-01 09:39:16,689
SA-0249-45-54,MV-I,1.5,28/11/2011,2011-11-28 11:49:20,936
SA-0414-86-48,MV-I,1.5,28/12/2011,2011-12-03 23:50:53,989
SA-0185-10-64,MV-I,1.5,28/07/2012,2012-07-18 23:07:20,541
SA-0182-19-79,MV-I,1.5,28/09/2012,2012-09-05 00:14:50,678
SA-0263-79-37,MV-I,1.5,28/03/2012,2012-03-18 11:10:23,282
SA-0063-02-33,MV-I,1.5,28/08/2011,2011-08-30 11:47:19,937
SA-0186-07-48,MV-I,1.5,28/07/2012,2012-07-01 07:49:07,752
SA-0401-55-12,MV-I,1.5,28/11/2012,2012-11-20 18:18:49,996
SA-0220-48-64,MV-I,1.5,28/04/2011,2011-04-28 20:19:23,336
SA-0343-60-69,MV-I,1.5,28/01/2011,2011-01-23 02:52:41,65
SA-0252-71-33,MV-I,1.5,28/07/2012,2012-07-15 14:37:22,630
SA-0401-55-12,MV-I,1.5,28/11/2011,2011-11-11 03:45:11,911
SA-0186-07-48,MV-I,1.5,28/02/2011,2011-02-07 15:15:41,62
SA-0144-10-84,MV-I,1.5,28/09/2012,2012-09-16 11:54:48,648
SA-0187-35-19,MV-I,1.5,28/04/2012,2012-04-21 19:08:14,600
SA-0187-35-19,MV-I,1.5,28/05/2011,2011-05-07 18:33:37,643
SA-0335-96-08,MV-I,1.5,28/08/2012,2012-08-30 03:23:52,433
SA-0155-74-77,MV-I,1.5,28/06/2011,2011-06-16 08:14:39,876
SA-0187-35-19,MV-I,1.5,28/11/2011,2011-11-04 00:13:42,63
SA-0037-94-05,MV-I,1.5,28/02/2011,2011-02-26 03:29:03,77
SA-0339-42-22,MV-I,1.5,28/01/2011,2011-01-10 07:52:38,153
SA-0414-20-79,MV-I,1.5,28/08/2012,2012-08-18 19:37:57,206
SA-0145-41-01,MV-I,1.5,28/05/2012,2012-05-03 07:43:01,358
SA-0378-80-96,MV-I,1.5,28/05/2011,2011-05-01 12:34:29,825
SA-0063-02-33,MV-I,1.5,28/11/2012,2012-11-15 14:07:59,383
SA-0182-19-79,MV-I,1.5,28/05/2011,2011-05-04 14:22:16,839
SA-0303-06-26,MV-I,1.5,28/11/2011,2011-11-29 22:08:51,477
SA-0210-42-47,MV-I,1.5,28/07/2012,2012-07-12 04:57:54,580
SA-0107-05-98,MV-I,1.5,28/03/2012,2012-03-08 21:16:18,914
SA-0133-16-62,MV-I,1.5,28/01/2012,2012-01-19 12:25:43,683
SA-0312-94-95,MV-I,1.5,28/12/2011,2011-12-18 03:08:41,404
SA-0290-06-89,MV-I,1.5,28/10/2011,2011-10-19 11:40:40,725
SA-0186-07-48,MV-I,1.5,28/09/2012,2012-09-06 07:58:40,663
SA-0114-12-73,MV-I,1.5,28/01/2011,2011-01-21 12:19:44,670
SA-0185-10-64,MV-I,1.5,28/04/2011,2011-04-08 12:56:14,222
SA-0133-16-62,MV-I,1.5,28/12/2011,2011-12-24 23:05:58,83
SA-0339-42-22,MV-I,1.5,28/08/2011,2011-08-01 10:52:41,110
SA-0012-71-76,MV-I,1.5,28/01/2012,2012-01-23 18:26:28,979
SA-0187-35-19,MV-I,1.5,28/04/2012,2012-04-06 08:26:27,480
SA-0012-71-76,MV-I,1.5,28/01/2011,2011-01-03 08:02:38,73
SA-0279-91-74,MV-I,1.5,28/05/2011,2011-05-26 17:58:26,217
SA-0401-55-12,MV-I,1.5,28/06/2012,2012-06-24 09:49:47,444
SA-0414-86-48,MV-I,1.5,28/08/2012,2012-08-21 16:17:19,380
SA-0155-74-77,MV-I,1.5,28/01/2012,2012-01-12 08:24:15,813
SA-0080-84-93,MV-I,1.5,28/07/2011,2011-07-09 03:35:01,79
SA-0252-71-33,MV-I,1.5,28/11/2011,2011-11-14 23:03:16,130
SA-0055-36-68,MV-I,1.5,28/10/2011,2011-10-03 15:32:35,424
SA-0033-12-88,MV-I,1.5,28/04/2011,2011-04-09 07:10:44,917
SA-0186-07-48,MV-I,1.5,28/08/2011,2011-08-26 17:43:29,826
SA-0290-06-89,MV-I,1.5,28/01/2012,2012-01-25 15:57:45,415
SA-0263-79-37,MV-I,1.5,28/08/2011,2011-08-27 17:47:43,834
SA-0378-80-96,MV-I,1.5,28/11/2012,2012-11-04 00:04:31,432
SA-0012-71-76,MV-I,1.5,28/06/2011,2011-06-10 12:58:27,712
SA-0187-35-19,MV-I,1.5,28/08/2011,2011-08-22 02:14:49,615
SA-0249-45-54,MV-I,1.5,28/03/2011,2011-03-13 00:16:08,817
SA-0114-12-73,MV-I,1.5,28/07/2012,2012-07-26 08:13:33,617
SA-0182-19-79,MV-I,1.5,28/11/2011,2011-11-02 12:27:39,948
SA-0037-94-05,MV-I,1.5,28/04/2012,2012-04-27 03:35:23,250
SA-0263-79-37,MV-I,1.5,28/10/2011,2011-10-11 00:06:10,498
SA-0155-74-77,MV-I,1.5,28/04/2011,2011-04-24 15:48:12,106
SA-0107-05-98,MV-I,1.5,28/04/2011,2011-04-15 17:39:01,200
SA-0414-86-48,MV-I,1.5,28/07/2012,2012-07-21 13:36:21,92
SA-0222-28-58,MV-I,1.5,28/04/2011,2011-04-17 18:12:17,238
SA-0401-55-12,MV-I,1.5,28/01/2012,2012-01-18 11:03:09,896
SA-0220-48-64,MV-I,1.5,28/08/2012,2012-08-17 23:31:05,458
SA-0186-07-48,MV-I,1.5,28/01/2012,2012-01-27 04:47:08,580
SA-0186-07-48,MV-I,1.5,28/12/2012,2012-12-28 00:54:08,721
SA-0063-02-33,MV-I,1.5,28/05/2011,2011-05-03 04:10:30,366
SA-0186-07-48,MV-I,1.5,28/05/2011,2011-05-09 05:53:29,238
SA-0414-20-79,MV-I,1.5,28/09/2012,2012-09-25 15:15:07,761
SA-0401-55-12,MV-I,1.5,28/05/2011,2011-05-22 05:54:16,461
SA-0314-69-44,MV-I,1.5,28/05/2011,2011-05-13 06:36:48,716
SA-0312-94-95,MV-I,1.5,28/05/2012,2012-05-21 16:34:16,843
SA-0009-04-02,MV-I,1.5,28/01/2012,2012-01-22 19:54:32,518
SA-0312-94-95,MV-I,1.5,28/01/2011,2011-01-23 17:05:58,634
SA-0147-43-82,MV-I,1.5,28/05/2012,2012-05-08 00:26:28,69
SA-0222-28-58,MV-I,1.5,28/07/2011,2011-07-05 03:09:57,275
SA-0092-93-02,MV-I,1.5,28/10/2011,2011-10-22 19:20:53,275
SA-0414-86-48,MV-I,1.5,28/08/2012,2012-08-31 18:48:32,307
SA-0222-28-58,MV-I,1.5,28/08/2012,2012-08-05 20:57:38,822
